Occupation Code,Occupation Title,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
19-4071,Forest and Conservation Technicians,3.0,3.75,3.0,3.12,3.75,2.0,2.12,1.25,3.12,3.25,3.0,2.0,2.0,2.88,2.75,3.12,2.25,2.75,1.88,2.88,2.88,2.0,2.62,3.38,2.0,2.75,3.0,3.12,3.25,3.0,2.75,2.0,3.25,2.0,3.0
19-4092,Forensic Science Technicians,3.38,4.0,3.62,3.12,4.0,1.62,2.0,1.0,2.75,3.25,3.0,1.38,1.5,2.62,2.75,3.25,2.38,2.62,1.62,2.75,2.75,1.5,2.5,4.0,1.5,3.25,3.0,3.25,4.0,3.0,3.0,1.38,3.0,2.0,4.0
19-4099,Quality Control Analysts,3.06,3.38,3.315,2.935,3.5,2.12,2.0,1.31,2.62,3.19,2.75,1.69,1.935,2.25,3.25,3.565,2.44,2.565,2.0,3.0,2.375,2.25,3.44,3.625,1.88,2.685,2.625,2.94,3.31,3.19,2.875,1.75,2.94,2.69,3.25
19-5011,Occupational Health and Safety Specialists,3.38,4.0,3.75,3.0,3.75,1.38,2.0,1.0,3.25,3.75,3.0,2.0,2.0,2.5,3.0,3.62,2.88,2.0,3.0,3.0,3.12,1.88,3.12,4.0,1.38,2.75,3.0,3.75,4.0,3.75,3.75,1.88,3.0,2.0,4.0
19-5012,Occupational Health and Safety Technicians,3.12,4.0,3.25,3.0,3.88,1.0,1.0,1.0,3.0,3.25,3.0,2.0,2.0,2.62,2.75,3.25,3.12,2.62,2.12,2.88,3.12,1.88,2.88,3.88,1.12,2.75,3.0,3.12,3.88,3.12,3.0,1.88,3.0,2.0,3.75
21-1011,Substance Abuse and Behavioral Disorder Counselors,3.75,4.25,3.5,3.5,4.12,1.0,1.0,1.0,3.38,3.88,3.25,2.0,2.0,3.0,2.0,4.0,3.25,1.62,2.0,2.0,3.88,1.75,2.0,4.0,1.0,2.0,3.88,4.12,4.25,3.25,3.25,1.75,3.0,1.5,4.0
21-1012,Educational — Guidance — and Career Counselors and Advisors,3.75,4.38,3.75,3.62,3.88,1.0,1.0,1.0,3.62,3.62,3.75,1.5,1.5,2.88,2.25,3.75,3.38,1.0,1.38,1.5,3.62,1.5,1.5,3.88,1.0,1.5,4.0,4.12,4.12,3.0,3.0,1.38,3.12,1.25,3.88
21-1013,Marriage and Family Therapists,3.75,4.88,4.0,3.5,3.88,1.0,1.0,1.0,3.5,4.0,3.12,1.38,1.25,3.0,1.88,3.62,3.62,1.12,2.75,1.5,3.62,1.25,1.25,4.0,1.0,2.5,4.0,4.38,4.25,3.12,3.25,1.5,3.12,1.0,4.0
21-1014,Mental Health Counselors,3.75,5.0,3.75,3.0,4.0,1.0,1.0,1.0,3.0,4.0,3.12,1.62,1.5,2.75,2.0,3.75,3.0,1.0,2.5,1.62,3.62,1.62,1.5,4.12,1.0,2.75,3.88,5.0,4.25,3.0,3.0,1.5,3.0,1.0,4.12
21-1015,Rehabilitation Counselors,3.12,4.0,3.12,3.62,3.62,1.0,1.0,1.0,3.12,3.38,3.12,1.5,1.38,2.75,2.0,3.88,3.0,1.12,2.88,1.62,3.12,1.5,1.25,3.75,1.0,2.25,4.0,4.0,4.0,3.12,3.12,1.5,3.25,1.0,3.62
21-1021,Child — Family — and School Social Workers,3.38,4.88,3.88,3.75,4.12,1.0,1.0,1.0,3.12,4.0,3.12,1.38,1.38,2.88,2.0,3.88,3.75,2.0,2.62,2.12,3.75,1.38,1.75,4.0,1.0,2.25,4.0,4.12,4.5,3.12,2.88,1.5,3.75,1.5,3.75
21-1022,Healthcare Social Workers,3.75,4.0,3.88,4.0,4.0,1.0,1.0,1.0,3.0,3.62,3.12,1.62,1.75,3.12,2.0,3.25,3.12,1.62,2.88,1.62,3.25,1.62,1.62,4.0,1.0,2.62,4.12,4.25,4.12,2.75,3.12,1.62,3.12,1.0,3.88
21-1023,Mental Health and Substance Abuse Social Workers,3.25,4.12,3.88,3.88,4.0,1.0,1.0,1.0,3.25,3.5,3.75,1.88,1.88,3.0,2.0,4.0,3.38,1.38,2.5,2.0,3.75,1.88,1.88,4.0,1.0,2.62,3.88,4.25,4.12,3.25,2.88,1.75,3.25,1.0,3.75
21-1091,Health Education Specialists,3.88,4.12,3.12,3.62,3.75,1.0,1.0,1.0,3.38,3.25,4.0,2.25,2.12,3.0,2.12,3.25,3.0,1.5,3.0,1.88,3.12,1.38,1.38,3.75,1.0,2.5,3.25,3.88,4.12,3.12,3.0,1.75,3.38,1.0,4.12
21-1092,Probation Officers and Correctional Treatment Specialists,3.38,4.0,3.75,3.12,3.88,1.0,1.0,1.0,3.0,3.62,2.25,1.62,1.62,2.25,1.88,3.75,3.12,2.12,1.75,2.25,3.12,1.62,2.0,3.88,1.0,1.75,3.0,4.0,4.0,2.88,2.75,1.5,3.38,1.62,3.75
21-1093,Social and Human Service Assistants,3.25,4.0,3.25,3.75,3.62,1.0,1.0,1.0,2.88,3.25,2.88,2.0,2.0,2.25,2.0,3.62,3.0,2.0,2.0,2.0,3.38,1.62,1.88,3.75,1.0,1.75,3.88,4.0,4.0,2.75,2.88,1.75,3.0,1.12,3.62
21-1094,Community Health Workers,3.62,4.12,3.5,3.62,3.75,1.0,1.0,1.0,3.5,3.38,3.38,1.88,1.88,3.25,2.25,3.38,3.0,1.88,1.38,2.12,3.5,1.5,1.88,3.88,1.0,1.25,3.88,4.12,4.12,3.38,3.12,1.5,3.38,1.62,4.0
21-2011,Clergy,3.75,4.25,3.75,3.75,3.75,1.0,1.0,1.0,4.0,3.88,3.62,2.75,2.75,3.38,1.88,3.5,3.75,1.38,1.75,1.75,3.88,1.5,1.0,3.88,1.0,1.38,4.0,4.12,4.75,2.88,3.0,1.5,3.88,1.0,3.88
21-2021,Directors — Religious Activities and Education,3.88,4.0,3.5,3.75,3.88,1.0,1.0,1.0,3.88,3.62,3.75,2.75,2.75,3.0,2.12,3.12,3.0,1.12,2.88,2.0,3.12,1.75,2.0,3.88,1.0,1.38,3.88,4.0,4.12,3.12,2.88,1.88,3.12,1.5,3.25
23-1011,Lawyers,3.75,4.5,4.12,3.5,4.5,1.0,1.0,1.0,3.12,4.12,3.12,2.0,2.0,2.88,2.0,3.38,4.0,1.0,2.38,1.38,4.0,1.5,1.0,4.5,1.0,1.5,3.12,3.75,4.62,3.38,3.0,1.5,3.62,1.0,4.25
23-1012,Judicial Law Clerks,3.75,4.25,3.5,3.0,4.25,1.0,1.0,1.0,2.62,3.25,3.0,1.0,1.25,1.75,1.88,3.0,2.75,1.0,1.25,1.25,2.75,1.5,1.75,4.5,1.0,1.0,2.62,3.0,4.0,2.38,2.38,1.62,3.25,1.0,4.12
23-1021,Administrative Law Judges — Adjudicators — and Hearing Officers,3.75,4.25,3.88,3.0,4.25,1.0,1.0,1.0,2.75,4.12,3.0,1.75,1.62,2.62,2.12,3.62,3.25,1.0,1.88,1.5,3.0,1.5,1.12,4.25,1.0,1.62,3.0,3.88,4.0,2.75,2.75,1.75,3.25,1.0,4.12
23-1022,Arbitrators — Mediators — and Conciliators,3.88,4.38,3.75,3.12,4.0,1.0,1.0,1.0,2.88,3.62,2.88,1.38,1.25,2.0,2.12,2.88,4.62,1.12,1.5,1.38,3.75,1.62,1.0,4.12,1.0,1.25,3.0,3.75,4.12,2.62,2.5,1.25,2.88,1.0,4.25
23-1023,Judges — Magistrate Judges — and Magistrates,4.0,5.0,4.12,3.0,4.88,1.0,1.0,1.0,3.0,4.25,2.75,1.62,1.62,2.88,2.12,3.88,3.25,1.0,2.38,1.25,3.0,1.25,1.0,4.25,1.0,1.75,3.0,4.0,4.12,3.0,2.88,1.75,3.38,1.0,4.12
23-2011,Paralegals and Legal Assistants,3.0,3.88,3.0,2.88,3.25,1.0,1.0,1.0,2.25,3.0,2.25,1.0,1.0,2.0,2.0,3.0,2.75,1.0,1.5,1.75,2.75,1.75,1.0,3.88,1.0,1.38,3.0,3.0,3.62,2.12,2.0,1.62,3.0,1.0,4.0
23-2093,Title Examiners — Abstractors — and Searchers,3.0,3.75,3.12,3.0,3.62,1.0,1.0,1.0,2.12,2.75,2.38,1.62,1.62,2.38,2.25,3.0,2.12,1.0,1.62,1.62,2.5,1.25,1.25,4.12,1.0,1.25,2.88,2.88,3.62,2.25,2.12,1.0,3.12,1.0,3.38
25-1011,Business Teachers — Postsecondary,3.88,4.0,3.5,3.0,3.88,1.0,1.0,1.0,4.12,3.38,4.0,1.62,1.62,2.62,3.0,3.62,2.75,1.12,2.25,1.5,2.88,1.88,1.5,4.0,1.0,1.88,2.75,3.25,4.25,3.12,3.12,1.62,3.25,1.0,4.0
25-1021,Computer Science Teachers — Postsecondary,3.88,3.88,3.75,3.0,3.88,1.38,1.5,1.0,4.12,3.88,3.88,2.0,2.0,2.75,3.12,3.75,3.0,1.62,2.25,2.12,3.0,3.0,2.0,4.0,1.0,2.75,3.12,3.62,4.0,3.38,3.25,2.0,3.12,1.38,4.0
25-1022,Mathematical Science Teachers — Postsecondary,3.75,4.0,3.62,3.0,3.88,1.0,1.0,1.0,4.0,3.25,3.88,1.62,1.62,2.0,4.25,3.88,2.5,1.0,2.12,1.25,2.62,1.75,1.5,4.0,1.0,2.38,3.0,3.0,4.12,2.88,3.12,1.62,3.12,1.0,3.88
25-1031,Architecture Teachers — Postsecondary,3.88,4.0,3.62,3.25,3.88,1.0,1.12,1.0,4.12,3.88,4.12,1.75,2.0,2.75,2.88,3.75,3.0,1.25,3.12,1.88,3.0,1.88,2.0,4.12,1.0,2.38,3.12,3.62,4.12,3.25,3.25,1.75,3.25,1.25,4.0
25-1032,Engineering Teachers — Postsecondary,3.62,4.0,3.25,3.12,3.88,1.0,1.12,1.0,4.12,3.75,4.12,1.75,1.75,2.75,3.88,3.38,2.88,1.5,2.75,1.88,2.88,2.0,2.0,4.0,1.0,3.5,2.75,3.0,4.12,3.12,3.12,1.88,3.12,1.38,3.88
25-1041,Agricultural Sciences Teachers — Postsecondary,4.0,4.0,3.62,3.5,4.0,1.0,1.0,1.0,4.38,3.75,4.12,1.75,1.88,2.75,3.0,3.88,2.5,1.88,1.75,2.0,2.75,1.75,2.0,4.12,1.0,3.5,2.88,3.12,4.12,2.88,3.12,1.75,3.38,1.75,4.0
25-1042,Biological Science Teachers — Postsecondary,4.0,4.0,3.62,3.0,3.88,1.38,1.25,1.0,4.12,3.75,4.12,1.75,1.88,2.5,3.12,3.88,2.88,1.12,2.38,1.75,2.88,1.5,1.88,4.0,1.62,4.0,3.12,3.25,4.25,3.12,3.12,1.38,3.62,1.5,4.0
25-1043,Forestry and Conservation Science Teachers — Postsecondary,4.0,4.0,3.88,3.12,3.88,1.0,1.0,1.0,4.25,3.25,4.12,2.0,2.0,2.88,3.0,3.88,3.0,2.0,2.38,2.12,3.0,1.88,2.0,4.12,1.0,3.25,3.0,3.25,4.0,3.0,3.12,1.88,3.25,1.62,4.12
25-1051,Atmospheric — Earth — Marine — and Space Sciences Teachers — Postsecondary,3.88,4.0,3.75,3.0,4.0,1.0,1.0,1.0,4.0,3.5,3.88,1.75,2.12,2.88,3.38,3.62,2.88,1.0,2.38,1.75,2.88,1.88,1.62,4.0,1.0,4.0,3.0,3.12,4.75,3.12,3.0,1.75,3.0,1.12,4.0
25-1052,Chemistry Teachers — Postsecondary,4.0,4.0,3.88,3.0,4.0,1.12,1.62,1.0,3.88,3.62,4.0,2.12,2.0,2.75,3.25,4.0,2.38,1.12,2.62,2.0,3.0,1.88,2.38,4.12,1.0,4.0,3.0,3.25,4.12,3.12,2.88,1.88,3.0,2.0,4.12
25-1053,Environmental Science Teachers — Postsecondary,3.88,4.0,3.75,3.0,4.0,1.0,1.0,1.0,4.0,3.25,4.0,1.75,2.0,2.75,3.0,3.88,2.75,1.0,2.5,1.75,2.88,1.38,1.88,4.12,1.0,4.0,3.0,3.0,4.12,3.12,3.12,1.38,3.0,1.38,4.0
25-1054,Physics Teachers — Postsecondary,4.0,4.0,3.62,3.12,4.0,2.12,2.0,1.0,4.25,3.75,4.0,2.0,2.0,3.0,3.62,3.62,2.5,1.62,2.62,2.0,3.0,1.88,2.12,4.12,2.25,4.12,3.0,3.12,4.12,2.88,2.88,1.62,3.25,2.12,4.0
25-1061,Anthropology and Archeology Teachers — Postsecondary,4.25,4.38,3.62,3.25,4.0,1.0,1.0,1.0,4.5,3.75,4.38,1.62,1.88,2.88,2.62,3.88,2.88,1.0,2.12,1.25,3.0,1.5,1.25,4.75,1.0,3.75,3.0,3.5,4.88,3.12,3.12,1.62,3.75,1.0,4.62
25-1062,Area — Ethnic — and Cultural Studies Teachers — Postsecondary,4.0,4.0,3.88,3.0,3.88,1.0,1.0,1.0,4.12,3.25,4.0,2.12,2.0,2.88,2.0,3.12,2.62,1.0,2.75,1.38,3.12,1.75,1.5,4.25,1.0,2.5,3.12,3.38,4.12,3.12,3.12,1.88,3.25,1.0,4.0
25-1063,Economics Teachers — Postsecondary,3.75,4.0,3.25,2.88,3.88,1.0,1.0,1.0,4.0,3.38,3.88,1.75,1.75,2.75,3.25,3.0,2.38,1.0,2.62,1.75,2.62,1.88,1.25,4.0,1.0,2.38,2.75,3.0,4.12,3.0,3.12,1.75,2.88,1.0,4.0
25-1064,Geography Teachers — Postsecondary,3.88,4.0,3.88,3.0,3.88,1.0,1.0,1.0,4.12,3.25,3.88,2.0,2.0,2.88,2.75,3.12,2.88,1.0,2.5,1.38,3.0,2.0,1.25,4.0,1.0,3.12,2.88,3.12,4.12,3.0,2.88,1.88,3.25,1.0,4.12
25-1065,Political Science Teachers — Postsecondary,4.0,4.0,3.75,3.12,3.88,1.0,1.0,1.0,4.0,3.25,3.88,1.88,1.88,2.75,2.0,3.0,2.88,1.0,2.75,1.25,3.12,1.25,1.38,4.12,1.0,2.38,3.0,3.12,4.62,2.88,2.75,1.25,3.0,1.0,4.0
25-1066,Psychology Teachers — Postsecondary,3.88,4.0,3.75,3.12,3.88,1.0,1.0,1.0,4.12,3.75,4.25,1.75,1.88,2.88,3.0,3.5,2.5,1.0,2.5,1.38,2.62,1.88,1.5,4.12,1.0,3.38,3.0,3.75,4.12,3.12,3.12,1.62,3.0,1.0,4.0
25-1067,Sociology Teachers — Postsecondary,3.62,4.0,3.12,2.88,3.75,1.0,1.0,1.0,4.0,3.25,4.0,1.62,1.75,2.88,2.12,3.75,2.62,1.0,2.62,1.38,2.75,1.5,1.5,4.0,1.0,2.75,3.0,3.62,4.62,2.88,2.88,1.38,3.38,1.0,4.0
25-1071,Health Specialties Teachers — Postsecondary,4.0,4.0,3.75,3.12,4.0,1.62,1.62,1.0,4.12,3.88,4.0,1.88,1.88,2.88,3.0,3.62,3.0,1.62,2.38,1.88,3.0,1.38,2.0,4.12,1.62,3.25,3.0,3.25,4.12,2.88,2.88,1.38,3.75,1.62,4.0
25-1072,Nursing Instructors and Teachers — Postsecondary,3.88,4.0,3.62,3.75,3.88,1.0,1.25,1.0,4.25,3.88,4.12,2.0,2.0,3.0,2.88,3.88,3.0,1.5,2.38,2.0,3.12,1.88,2.12,4.0,1.0,2.88,3.25,3.75,4.12,3.12,3.12,1.88,3.25,2.0,4.0
25-1081,Education Teachers — Postsecondary,4.0,4.12,3.75,3.0,3.75,1.0,1.0,1.0,4.12,3.12,4.12,1.88,2.12,2.75,2.12,3.88,2.88,1.0,2.62,1.25,2.88,1.5,1.25,4.25,1.0,2.0,3.0,3.25,4.62,3.12,3.12,1.62,3.5,1.0,4.0
25-1082,Library Science Teachers — Postsecondary,4.0,4.0,3.62,3.12,4.0,1.0,1.0,1.0,4.25,3.25,4.0,1.75,1.75,2.88,2.25,4.0,2.62,1.0,2.0,1.5,2.75,1.75,1.62,4.12,1.0,2.12,3.0,3.25,4.12,3.12,3.12,1.75,3.0,1.0,4.0
25-1111,Criminal Justice and Law Enforcement Teachers — Postsecondary,4.0,4.12,3.12,2.88,4.12,1.0,1.0,1.0,4.0,3.62,4.0,1.5,1.62,2.75,2.0,3.88,2.75,1.0,2.62,1.5,2.88,1.38,1.12,4.0,1.0,1.75,3.0,3.12,4.75,3.12,2.88,1.25,3.12,1.0,4.0
25-1112,Law Teachers — Postsecondary,4.0,4.25,3.5,3.0,4.0,1.0,1.0,1.0,4.12,3.88,4.25,1.25,1.5,2.75,2.0,3.38,2.88,1.0,1.88,1.5,3.0,1.75,1.5,4.25,1.0,1.62,2.75,3.12,4.62,3.12,3.12,1.75,2.88,1.0,4.0
25-1113,Social Work Teachers — Postsecondary,4.0,4.0,3.75,3.5,4.0,1.0,1.0,1.0,4.75,3.62,4.25,1.62,1.88,2.88,2.62,3.75,2.88,1.0,2.75,1.5,2.88,1.75,1.38,4.0,1.0,2.62,3.25,3.75,4.62,3.12,3.12,1.75,3.12,1.0,4.0
25-1121,Art — Drama — and Music Teachers — Postsecondary,4.0,4.0,3.38,3.12,3.62,1.0,1.25,1.12,4.38,3.25,4.12,1.75,2.0,2.75,2.0,3.75,2.5,1.25,2.62,1.5,2.75,1.38,1.62,4.0,1.38,1.75,2.88,3.62,4.62,3.0,2.88,1.62,3.62,1.0,3.88
25-1122,Communications Teachers — Postsecondary,4.0,4.12,3.62,3.0,3.88,1.0,1.0,1.0,4.12,3.5,4.0,2.0,2.12,2.88,2.12,3.75,3.0,1.0,2.12,1.75,3.0,1.62,1.38,4.12,1.0,2.0,3.0,3.25,4.12,3.0,3.0,1.62,3.12,1.0,4.0
25-1123,English Language and Literature Teachers — Postsecondary,3.88,4.0,3.25,3.0,3.75,1.0,1.0,1.0,4.62,3.38,4.0,1.0,1.5,3.0,2.0,3.62,3.0,1.0,2.12,1.25,3.0,1.38,1.25,4.75,1.0,1.75,3.12,3.12,4.12,2.88,2.88,1.5,3.12,1.0,4.25
25-1124,Foreign Language and Literature Teachers — Postsecondary,3.88,4.0,3.5,3.0,3.75,1.0,1.0,1.0,4.0,3.5,4.0,1.12,1.62,2.62,2.0,3.62,2.75,1.0,2.38,1.5,2.75,1.75,1.62,4.0,1.0,1.75,2.88,3.25,4.12,2.75,2.75,1.75,3.0,1.0,4.0
25-1125,History Teachers — Postsecondary,3.88,4.0,3.38,3.12,3.88,1.0,1.0,1.0,4.0,3.62,4.12,1.75,1.75,2.75,2.0,3.62,3.0,1.0,2.5,1.38,3.0,1.25,1.25,4.25,1.0,1.88,3.12,3.25,4.5,3.0,2.88,1.12,3.75,1.0,4.12
25-1126,Philosophy and Religion Teachers — Postsecondary,3.75,4.12,3.5,3.0,4.0,1.0,1.0,1.0,4.12,3.38,3.88,1.25,1.75,2.75,2.0,3.25,2.38,1.0,2.38,1.5,2.88,1.75,1.38,4.25,1.0,1.75,3.0,3.38,4.12,3.0,3.12,1.62,3.0,1.0,4.0
25-1192,Family and Consumer Sciences Teachers — Postsecondary,3.62,4.0,3.12,3.0,3.75,1.0,1.0,1.0,4.0,3.12,4.0,1.62,2.0,2.62,2.62,3.5,2.38,1.0,2.38,1.62,2.75,1.75,1.88,4.0,1.0,2.25,2.88,3.12,4.12,3.12,3.12,1.75,3.0,1.38,3.62
25-1193,Recreation and Fitness Studies Teachers — Postsecondary,3.38,4.0,3.62,3.12,3.88,1.0,1.0,1.0,4.12,3.75,4.0,2.12,2.0,2.88,2.12,3.75,3.0,1.0,2.62,1.88,3.12,1.25,2.0,4.0,1.0,2.38,3.0,3.12,4.12,3.12,3.0,1.88,3.75,1.75,4.0
25-1194,Career/Technical Education Teachers — Postsecondary,3.88,4.0,3.25,3.12,3.75,1.88,2.25,1.12,4.0,3.25,4.0,2.0,2.0,2.88,2.25,3.62,3.0,2.25,2.5,2.38,3.0,1.5,2.25,3.88,1.75,1.88,3.0,3.25,3.88,2.75,2.75,1.88,3.0,2.25,3.62
25-2011,Preschool Teachers — Except Special Education,3.12,3.88,3.0,3.75,3.75,1.0,1.38,1.0,4.0,3.12,3.88,1.5,2.0,2.88,2.0,3.75,2.88,1.0,1.75,1.75,3.0,1.0,2.0,3.75,1.0,1.62,3.62,3.75,4.0,2.5,2.75,1.5,3.0,1.75,3.0
25-2012,Kindergarten Teachers — Except Special Education,3.25,4.0,3.38,3.88,3.25,1.0,1.0,1.0,4.12,3.5,4.0,1.12,1.75,3.0,2.25,4.0,3.12,1.0,1.62,1.88,3.25,1.25,1.88,3.88,1.0,1.38,3.62,4.12,4.0,2.88,3.0,1.62,3.75,1.5,3.25
25-2021,Elementary School Teachers — Except Special Education,3.75,4.0,3.12,3.88,4.0,1.0,1.5,1.0,4.25,3.75,4.25,1.12,1.75,2.62,2.75,4.0,3.0,1.12,2.12,1.88,3.12,1.75,1.75,3.88,1.0,2.0,3.88,4.0,4.12,3.0,3.0,1.88,3.75,1.0,3.88
25-2022,Middle School Teachers — Except Special and Career/Technical Education,3.88,4.0,3.62,3.75,3.75,1.0,1.0,1.0,4.25,3.62,4.25,1.88,2.0,2.88,2.88,3.88,3.0,1.0,1.25,1.88,3.12,1.25,1.75,3.88,1.0,2.0,3.25,3.88,4.12,3.0,3.0,1.75,3.75,1.0,3.88
25-2023,Career/Technical Education Teachers — Middle School,3.5,4.0,3.25,3.38,3.88,1.25,1.62,1.0,4.0,3.38,4.0,1.75,2.25,2.62,2.5,3.88,2.75,1.88,2.62,2.0,2.88,1.75,2.0,4.0,1.38,1.88,3.25,3.88,4.12,3.0,3.0,1.75,3.0,1.88,3.62
25-2031,Secondary School Teachers — Except Special and Career/Technical Education,3.75,4.0,3.38,3.75,3.88,1.0,1.0,1.0,4.12,3.75,4.0,1.75,2.12,2.75,2.75,3.88,3.0,1.0,1.88,1.62,3.0,1.62,2.0,4.0,1.0,2.0,3.0,3.88,4.0,3.0,3.0,1.62,3.25,1.12,3.62
25-2032,Career/Technical Education Teachers — Secondary School,3.88,4.12,3.75,3.88,4.0,2.0,1.88,1.0,4.5,3.75,4.12,1.88,2.12,2.75,3.0,4.0,3.12,2.0,1.75,2.38,3.12,1.62,2.25,4.12,1.88,1.75,3.75,4.0,4.12,2.88,3.0,1.88,3.62,2.12,4.0
25-2051,Special Education Teachers — Preschool,3.62,4.0,3.25,3.25,3.88,1.0,1.12,1.0,3.62,3.38,3.75,1.25,1.62,2.62,2.25,3.75,2.88,1.0,1.75,1.75,3.0,1.75,1.88,3.88,1.0,2.0,3.62,3.88,4.12,3.12,3.12,1.5,3.12,1.38,3.75
25-2056,Special Education Teachers — Elementary School,3.5,4.25,3.5,3.38,4.0,1.0,1.25,1.0,4.25,3.62,4.12,1.62,2.12,2.75,2.62,3.62,2.75,1.5,1.75,1.75,3.12,1.62,2.38,4.12,1.0,1.88,3.62,4.12,4.25,2.75,2.88,2.0,3.12,1.62,3.75
25-2057,Special Education Teachers — Middle School,4.0,4.0,3.62,3.88,3.75,1.0,1.0,1.0,4.0,3.62,4.0,1.12,1.12,2.88,2.62,3.88,3.0,1.12,1.38,1.38,3.12,1.38,1.25,3.88,1.0,1.88,3.88,4.0,4.0,2.88,2.88,1.62,3.75,1.0,3.88
25-2058,Special Education Teachers — Secondary School,3.38,3.88,3.75,3.88,3.75,1.0,1.0,1.0,4.12,3.62,4.12,1.75,1.88,2.88,2.62,3.88,3.0,1.0,1.88,1.88,3.0,1.5,1.62,4.0,1.0,1.88,3.88,3.88,4.0,3.0,3.0,1.75,3.75,1.0,3.88
25-2059,Adapted Physical Education Specialists,4.0,4.0,3.25,3.5,3.88,1.0,1.12,1.0,4.12,3.88,3.88,1.5,1.75,3.0,2.0,3.88,2.88,1.5,2.0,2.12,3.12,1.25,2.0,3.88,1.0,1.5,3.88,4.0,4.0,3.0,3.12,1.88,3.12,1.88,3.88
25-3011,Adult Basic Education — Adult Secondary Education — and English as a Second Language Instructors,3.5,3.75,3.12,3.0,3.5,1.0,1.0,1.0,4.25,3.38,3.75,1.12,1.12,2.62,2.62,3.62,3.0,1.0,1.38,1.88,2.88,1.38,1.12,3.75,1.0,1.75,3.38,3.5,3.75,2.88,2.75,1.88,3.25,1.0,3.62
25-3021,Self-Enrichment Teachers,3.12,3.38,2.88,3.0,3.12,1.0,1.0,1.0,3.38,3.0,3.38,1.25,1.5,2.5,2.0,3.12,2.12,1.62,1.88,1.88,2.62,1.75,2.0,3.12,1.0,1.38,3.0,3.12,3.62,2.25,2.25,1.75,2.88,1.62,3.0
25-3031,Substitute Teachers — Short-Term,3.0,3.62,2.88,2.88,3.38,1.0,1.12,1.0,3.38,2.75,3.12,1.0,1.25,2.5,2.0,3.38,2.62,1.12,1.62,1.5,2.88,1.25,1.25,3.62,1.0,1.38,3.0,3.5,3.62,2.25,2.0,1.5,3.12,1.0,3.12
25-3041,Tutors,3.62,4.0,3.62,3.0,3.75,1.0,1.0,1.0,4.12,3.25,4.0,1.0,1.25,2.75,2.88,3.5,3.0,1.0,1.75,1.38,3.0,1.38,1.12,4.12,1.0,1.62,3.38,3.75,4.0,2.5,2.25,1.38,3.12,1.0,3.62
25-4011,Archivists,3.38,3.88,3.25,2.88,3.38,1.0,1.0,1.0,2.88,3.12,2.88,1.88,2.0,2.5,2.0,3.0,2.5,1.0,2.12,1.75,2.62,1.5,2.12,4.12,1.0,1.88,3.12,2.75,3.5,2.88,2.88,1.62,2.88,1.62,3.88
25-4012,Curators,3.5,3.88,3.62,3.12,3.75,1.0,1.12,1.12,3.0,3.5,3.25,2.88,3.0,3.0,2.88,3.38,3.0,1.38,2.38,1.75,3.0,1.75,2.38,4.0,1.0,2.0,2.88,3.25,4.0,3.38,3.25,1.75,3.12,1.5,3.88
25-4013,Museum Technicians and Conservators,3.0,3.88,3.12,3.0,3.25,1.38,1.62,1.38,3.0,3.12,2.88,1.75,2.12,2.25,2.25,3.12,2.5,1.75,1.38,2.5,2.5,1.5,2.38,3.62,1.75,2.38,2.75,2.88,3.62,2.75,2.75,1.88,2.75,1.75,3.25
25-4022,Librarians and Media Collections Specialists,3.25,3.88,3.0,2.88,3.62,1.12,1.12,1.12,3.12,3.12,2.88,2.25,2.75,2.62,2.0,3.38,2.5,1.12,1.88,1.75,2.62,2.0,1.38,3.88,1.0,1.12,3.38,3.25,3.88,2.25,2.38,1.62,3.12,1.25,3.62
25-4031,Library Technicians,2.88,3.25,2.5,3.0,3.0,1.62,1.12,1.0,2.62,2.88,3.0,1.88,2.0,2.75,2.0,2.88,1.75,1.75,1.62,1.88,2.12,1.62,1.5,3.38,1.12,1.25,3.12,3.0,3.25,2.0,2.0,1.38,2.75,1.62,2.88
25-9021,Farm and Home Management Educators,3.75,4.38,3.75,3.75,3.75,1.0,1.25,1.0,3.88,3.88,3.75,2.62,2.5,2.88,3.0,3.38,3.12,2.25,2.5,2.25,3.5,1.62,1.88,4.0,1.0,2.75,3.62,3.88,4.12,3.62,3.62,1.88,3.38,1.38,3.88
25-9031,Instructional Coordinators,3.88,4.0,3.88,3.88,3.88,1.0,1.12,1.0,4.12,3.75,4.25,2.25,2.5,3.12,2.75,4.0,3.12,1.0,2.0,1.62,3.25,1.62,1.88,4.0,1.0,1.5,3.62,3.88,4.12,3.25,3.25,1.75,3.62,1.5,4.12
25-9042,Teaching Assistants — Preschool — Elementary — Middle — and Secondary School — Except Special Education,3.12,3.75,3.12,3.5,3.38,1.0,1.0,1.0,3.38,2.75,3.38,1.75,2.38,2.38,2.5,3.38,2.88,1.12,1.25,2.0,3.0,1.5,1.62,3.62,1.0,1.38,3.5,3.75,3.62,2.12,2.25,1.62,3.25,1.75,3.38
